1979.700359,4151.899817
1957.30026,4073.000402
1971.6003480000002,4094.000113
1988.330448,4203.330301999999
2008.330257,4233.330007
2043.3996530000002,4208.300107
1999.999859,3987.700212
2068.329651,4033.330213
2066.400062,4089.9996119999996
2076.666353,4061.667601
1997.199958,4070.9997049999997
2023.3296630000002,4051.670403
2019.999652,4086.6696009999996
2036.67036,4120.000211
2003.329854,4028.32981
2035.199756,4023.399605
2014.900256,4007.899809
2043.330349,4168.33021
2001.600053,4162.599908
1965.4002540000001,4178.799913999999
1981.670459,4178.330106
1949.823075,4047.736005
2008.382808,4112.1506770000005
1944.8207969999999,4131.7799700000005
1951.884965,4206.845156
1981.888301,4132.754071
